Name,SourceID,SourceOID,PosAlong,SideOfEdge,CurbApproach,Status,SnapX,SnapY,SnapZ,DistanceToNetworkInMeters
Spring Valley Academy (La Mesa Spring Valley Schools),1,12020902,0.840319656110410,2,0,0,-116.987428811628504,32.748705896004360,0.000000000000000,7.323142425731920
Hoover High School (SDUSD),1,11927633,0.652839181179080,1,0,0,-117.098059795941992,32.755306064421738,0.000000000000000,1.919747177632157
Morse High School (SDUSD),1,11930962,0.373625397722990,1,0,0,-117.048729024468273,32.702666548359424,0.000000000000000,6.997673253761033
San Diego High School (SDUSD),1,11906032,0.380721189873308,2,0,0,-117.153736315602217,32.719540608447751,0.000000000000000,1.217126954030016
Canyon Hills High School,1,12079289,0.718076962530109,1,0,0,-117.104060684867704,32.825404121712673,0.000000000000000,0.315217484391973
Logan Memorial Educational Campus- High School,1,11903790,0.963990573713811,2,0,0,-117.133899127425991,32.697666786002586,0.000000000000000,3.416215139949160
Lincoln High School,1,11913794,0.563105182122795,2,0,0,-117.091515033320476,32.704084919426897,0.000000000000000,0.585876063043692
Crawford High School,1,11937506,0.862725660641232,1,0,0,-117.076921516226605,32.752977606340075,0.000000000000000,4.816277102547308
Chavez Middle School,1,13437558,0.898499016169960,2,0,0,-117.300661148821774,33.241651015537819,0.000000000000000,7.514303043212509
Catholic Charities La Posada,1,13408886,0.844257114139747,2,0,0,-117.268315168629215,33.139431502887412,0.000000000000000,7.045272646204578
Ladle Fellowship,1,11915498,0.795519747246125,1,0,0,-117.161839732405923,32.723061147954311,0.000000000000000,4.776729289816955
San Diego Rescue Mission,1,11885001,0.001542211061140,1,0,0,-117.098100741456662,32.661081579871386,0.000000000000000,6.075235777226006
St. Vincent De Paul / Father Joe's Villages,1,11912806,0.338910421620487,2,0,0,-117.121558749377641,32.714516461619269,0.000000000000000,4.482097996223832
Third Avenue Charitable Organization (TACO),1,11905441,0.918082767957086,1,0,0,-117.162035173633811,32.720149636533314,0.000000000000000,7.300287469756024
Interfaith Community Services (Super Pantry),1,13459500,0.513919805016922,1,0,0,-117.090977067537708,33.124761843875646,0.000000000000000,4.768212083713153
PATH,1,11905386,0.532629130403903,2,0,0,-117.159289304377424,32.718349723276724,0.000000000000000,7.175487034838947
